bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,book_genre,genres.children,"genres.comics, graphic","genres.fantasy, paranormal",genres.fiction,"genres.history, historical fiction, biography","genres.mystery, thriller, crime",genres.non-fiction,genres.poetry,genres.romance,genres.young-adult,Months_Until_Today,co-authors,author_rating,book_format,audio 0 book 1
12828,How to Be Alone,Jonathan Franzen,3.59,0007153589,9780007153589,eng,306,336,33,2007-07-02,Harper Perennial,genres.non-fiction,0,0,0,0,0,0,1,0,0,0,194,,3.72,book,1
12829,The Twenty-Seventh City,Jonathan Franzen,3.12,0312420145,9780312420147,eng,528,3621,330,2001-09-08,Picador USA,genres.fiction,0,0,0,1,0,0,0,0,0,0,264,,3.72,book,1
12840,Second Ring of Power,Carlos Castaneda,4.03,0671732471,9780671732479,eng,328,2779,33,1991-04-01,Washington Square Press,genres.non-fiction,0,0,0,0,0,0,1,0,0,0,389,,4.03,book,1
12841,The Active Side of Infinity,Carlos Castaneda,4.16,006092960X,9780060929602,eng,288,1952,70,1999-12-22,Harper Perennial,genres.non-fiction,0,0,0,0,0,0,1,0,0,0,285,,4.03,book,1
12842,Journey to Ixtlan,Carlos Castaneda,4.12,0671732463,9780671732462,eng,272,8541,257,1991-02-01,Washington Square Press,genres.fiction,0,0,0,1,0,0,0,0,0,0,391,,4.03,book,1
12843,The Wheel of Time: The Shamans of Mexico Their Thoughts About Life Death & the Universe,Carlos Castaneda,4.03,074341280X,9780743412803,eng,304,956,37,2001-01-01,Washington Square Press,genres.non-fiction,0,0,0,0,0,0,1,0,0,0,272,,4.03,book,1
12844,Power of Silence,Carlos Castaneda,4.22,067173248X,9780671732486,eng,288,2253,53,1991-06-01,Washington Square Press,genres.non-fiction,0,0,0,0,0,0,1,0,0,0,387,,4.03,book,1
12845,Tales of Power,Carlos Castaneda,4.13,0671732528,9780671732523,eng,304,4657,89,1991-01-01,Washington Square Press,genres.fiction,0,0,0,1,0,0,0,0,0,0,392,,4.03,book,1
12846,Fire from Within,Carlos Castaneda,4.14,0671732501,9780671732509,eng,304,2554,67,1991-01-01,Washington Square Press,genres.fiction,0,0,0,1,0,0,0,0,0,0,392,,4.03,book,1
12847,The Art of Dreaming,Carlos Castaneda,4.1,1855384272,9781855384279,eng,260,3618,97,2004-02-16,Element,genres.non-fiction,0,0,0,0,0,0,1,0,0,0,235,,4.03,book,1
12851,The Best Stories of Fyodor Dostoevsky,Fyodor Dostoyevsky,4.26,0345481267,9780345481269,eng,352,110,6,2005-07-26,Modern Library,genres.fiction,0,0,0,1,0,0,0,0,0,0,218,David Magarshack,4.17,book,1
12852,The Best Short Stories,Fyodor Dostoyevsky,4.26,0375756884,9780375756887,eng,320,2711,89,2001-02-13,Modern Library,genres.fiction,0,0,0,1,0,0,0,0,0,0,271,David Magarshack,4.17,book,1
12853,Demons,Fyodor Dostoyevsky,4.27,0375411224,9780375411229,eng,733,214,27,2000-10-24,Everyman's Library,genres.fiction,0,0,0,1,0,0,0,0,0,0,275,Richard Pevear/Larissa Volokhonsky,4.17,book,1
12854,The Idiot,Fyodor Dostoyevsky,4.18,0375702245,9780375702242,eng,633,2710,294,2003-07-08,Vintage Classics,genres.fiction,0,0,0,1,0,0,0,0,0,0,242,Richard Pevear/Larissa Volokhonsky,4.17,book,1
12855,Great Short Works of Fyodor Dostoevsky,Fyodor Dostoyevsky,4.42,0060726466,9780060726461,eng,768,1330,29,2004-07-06,Harper Perennial Modern Classics,genres.fiction,0,0,0,1,0,0,0,0,0,0,230,Ronald Hingley,4.17,book,1
12856,The Idiot,Fyodor Dostoyevsky,4.18,1593080581,9781593080587,eng,578,442,52,2004-01-16,Barnes  Noble Classics,genres.fiction,0,0,0,1,0,0,0,0,0,0,236,Constance Garnett/Joseph Frank,4.17,book,1
12859,Celtic Tree Mysteries: Practical Druid Magic & Divination,Steve Blamires,3.92,1567180701,9781567180701,eng,278,192,5,2002-10-08,Llewellyn Publications,genres.non-fiction,0,0,0,0,0,0,1,0,0,0,251,Sandy Leuthner,3.87,book,1
12873,Rebecca,Daphne du Maurier,4.23,1844080382,9781844080380,eng,441,179639,8119,2007-12-01,Virago Press (UK),genres.fiction,0,0,0,1,0,0,0,0,0,0,189,Sally Beauman,4.13,book,1
12876,Betraying Spinoza: The Renegade Jew Who Gave Us Modernity,Rebecca Goldstein,3.92,0805242090,9780805242096,eng,304,536,79,2006-05-30,Schocken,"genres.history, historical fiction, biography",0,0,0,0,1,0,0,0,0,0,208,,3.68,book,1
12879,Shadow of the Moon (Moon #5),Rebecca York,3.79,042520961X,9780425209615,eng,336,534,25,2006-06-06,Berkley Sensation,"genres.fantasy, paranormal",0,0,1,0,0,0,0,0,0,0,207,,3.74,book,1
12880,Black Lamb and Grey Falcon,Rebecca West,4.23,014310490X,9780143104902,eng,1181,1623,228,2007-01-30,Penguin Classics,"genres.history, historical fiction, biography",0,0,0,0,1,0,0,0,0,0,200,Christopher Hitchens,3.9,book,1
12881,Operation Shylock: A Confession,Philip Roth,3.77,009930791X,9780099307914,eng,400,3115,188,1994-06-16,Vintage,genres.fiction,0,0,0,1,0,0,0,0,0,0,351,,3.8,book,1
12885,Lost in the Funhouse,John Barth,3.7,0385240872,9780385240871,eng,205,5052,305,1988-03-01,Anchor Books,genres.fiction,0,0,0,1,0,0,0,0,0,0,426,,3.88,book,1
12906,CliffsNotes on Faulkner's Absalom  Absalom!,James Lamar Roberts,3.12,0822001101,9780822001102,eng,64,8,1,1964-02-28,Cliffs Notes,"genres.history, historical fiction, biography",0,0,0,0,1,0,0,0,0,0,715,CliffsNotes,3.66,book,1
12912,The Aeneid,Virgil,3.84,0670038032,9780670038039,eng,486,892,117,2006-11-02,Viking,genres.poetry,0,0,0,0,0,0,0,1,0,0,202,Robert Fagles/Bernard Knox,3.83,book,1
12914,The Aeneid,Virgil,3.84,0679729526,9780679729525,eng,442,87406,1182,1990-06-16,Vintage,genres.poetry,0,0,0,0,0,0,0,1,0,0,399,Robert Fitzgerald,3.83,book,1
12916,The Aeneid,Virgil,3.84,0140449329,9780140449327,eng,290,996,96,2003-03-27,Penguin Books Ltd,genres.poetry,0,0,0,0,0,0,0,1,0,0,246,David   West,3.83,book,1
12918,Aeneid,Virgil,3.84,0872207315,9780872207318,eng,340,319,27,2005-03-15,Hackett Publishing Company  Inc.,genres.poetry,0,0,0,0,0,0,0,1,0,0,222,Stanley Lombardo/W. R. Johnson,3.83,book,1
12922,The Castle of Otranto,Horace Walpole,3.18,0486434125,9780486434124,eng,106,237,39,2004-03-19,Dover Publications,genres.fiction,0,0,0,1,0,0,0,0,0,0,234,E.F. Bleiler/Walter Scott,3.21,book,1
12923,The Castle of Otranto,Horace Walpole,3.18,0192834401,9780192834409,eng,125,16370,1211,1998-07-16,Oxford University Press,genres.fiction,0,0,0,1,0,0,0,0,0,0,302,,3.21,book,1
12930,Messenger (The Giver  #3),Lois Lowry,3.91,0385732538,9780385732536,eng,169,93589,6654,2006-08-22,Ember,genres.young-adult,0,0,0,0,0,0,0,0,0,1,205,,4.07,book,1
12931,Gossamer,Lois Lowry,3.9,0618685502,9780618685509,eng,144,13788,1554,2006-04-24,HMH Books for Young Readers,"genres.fantasy, paranormal",0,0,1,0,0,0,0,0,0,0,209,,4.07,book,1
12932,Anastasia on Her Own (Anastasia Krupnik  #5),Lois Lowry,3.9,0440402913,9780440402916,eng,160,1521,44,1986-06-01,Yearling Books,genres.children,1,0,0,0,0,0,0,0,0,0,447,,4.07,book,1
12933,Stay!: Keeper's Story,Lois Lowry,3.93,0440415241,9780440415244,eng,128,194,32,1999-03-09,Yearling,genres.children,1,0,0,0,0,0,0,0,0,0,294,True Kelley,4.07,book,1
12936,Gathering Blue (The Giver  #2),Lois Lowry,3.82,0385732562,9780385732567,eng,240,132584,9341,2000-09-25,Delacorte Press,genres.fiction,0,0,0,1,0,0,0,0,0,0,276,,4.07,book,1
12937,See You Around  Sam! (Sam Krupnik  #3),Lois Lowry,3.71,0440414008,9780440414001,eng,128,244,15,1998-03-09,Yearling,genres.children,1,0,0,0,0,0,0,0,0,0,306,Diane deGroat,4.07,book,1
12938,King Lear,William Shakespeare,3.91,074348276X,9780743482769,eng,338,154195,2806,2004-01-01,Simon  Schuster,genres.fiction,0,0,0,1,0,0,0,0,0,0,236,,3.86,book,1
12939,King Lear,William Shakespeare,3.91,019832054X,9780198320548,eng,192,269,24,2002-12-12,Oxford University Press,genres.fiction,0,0,0,1,0,0,0,0,0,0,249,Roma Gill,3.86,book,1
12941,King Lear,William Shakespeare,3.91,1903436591,9781903436592,eng,455,1796,98,1997-05-09,Bloomsbury Arden Shakespeare,genres.fiction,0,0,0,1,0,0,0,0,0,0,316,R.A. Foakes,3.86,book,1
12944,King Lear,William Shakespeare,3.91,0743484959,9780743484954,eng,384,215,11,2005-08-01,Simon  Schuster,genres.fiction,0,0,0,1,0,0,0,0,0,0,217,Barbara A. Mowat/Paul Werstine,3.86,book,1
12947,The Turn of the Screw (Norton Critical Edition),Henry James,3.43,039395904X,9780393959048,eng,271,790,93,1999-07-17,W. W. Norton & Co.,genres.fiction,0,0,0,1,0,0,0,0,0,0,290,Deborah Esch/Jonathan Warren,3.63,book,1
12950,The Turn of the Screw and The Aspern Papers,Henry James,3.79,0141439904,9780141439907,eng,272,6769,270,2003-06-26,Penguin Books,genres.fiction,0,0,0,1,0,0,0,0,0,0,243,Anthony Curtis,3.63,book,1
12951,The Turn of the Screw and Other Short Fiction,Henry James,3.8,0553210599,9780553210590,eng,527,3083,134,2008-11-01,Bantam Classic,genres.fiction,0,0,0,1,0,0,0,0,0,0,178,R.W.B. Lewis,3.63,book,1
12954,The Turn of the Screw,Henry James,3.43,0312406916,9780312406912,eng,386,616,77,2003-11-06,Bedford Books,genres.fiction,0,0,0,1,0,0,0,0,0,0,238,Peter G. Beidler,3.63,book,1
12958,Much Ado about Nothing,William Shakespeare,4.07,052161872X,9780521618724,eng,196,128,12,2005-09-01,Cambridge University Press,genres.fiction,0,0,0,1,0,0,0,0,0,0,216,Mary Berry/Michael Clamp,3.86,book,1
12960,Much Ado About Nothing,William Shakespeare,4.07,0451526813,9780451526816,eng,166,1230,62,1998-07-01,Signet Classic,genres.fiction,0,0,0,1,0,0,0,0,0,0,302,David L. Stevenson,3.86,book,1
12961,Much Ado about Nothing (Oxford School Shakespeare),William Shakespeare,4.07,0198320566,9780198320562,eng,160,13,2,2002-12-12,Oxford University Press  USA,genres.fiction,0,0,0,1,0,0,0,0,0,0,249,Roma Gill,3.86,book,1
12964,Much Ado about Nothing,William Shakespeare,4.07,1932219250,9781932219258,eng,18,38,7,2005-11-30,BBC Audiobooks America,genres.fiction,0,0,0,1,0,0,0,0,0,0,214,Samuel West/Amanda Root/Arkangel Cast,3.86,audio,0
12965,Much Ado about Nothing,William Shakespeare,4.07,0521532507,9780521532501,eng,188,73,12,2003-04-21,Cambridge University Press,genres.fiction,0,0,0,1,0,0,0,0,0,0,245,F.H. Mares,3.86,book,1
12967,Winter's Tale,Mark Helprin,3.5,0156031191,9780156031196,eng,748,21851,3510,2005-06-01,Mariner Books,genres.fiction,0,0,0,1,0,0,0,0,0,0,219,,3.72,book,1
12969,Winter's Tales,Isak Dinesen,3.9,0679743340,9780679743347,eng,320,1464,100,1993-06-01,Vintage,genres.fiction,0,0,0,1,0,0,0,0,0,0,363,Karen Blixen,4.01,book,1
12980,Twelfth Night,William Shakespeare,3.98,0743484967,9780743484961,eng,222,188,14,2005-08-01,Simon  Schuster,genres.fiction,0,0,0,1,0,0,0,0,0,0,217,Barbara A. Mowat/Paul Werstine,3.86,book,1
12982,Twelfth Night,William Shakespeare,3.98,0141014709,9780141014708,eng,240,199,21,2005-04-07,Penguin Classics,genres.fiction,0,0,0,1,0,0,0,0,0,0,221,,3.86,book,1
12984,Tempest (Star Wars: Legacy of the Force  #3),Troy Denning,3.82,0345477529,9780345477521,eng,400,5704,94,2006-11-28,Del Rey,genres.fiction,0,0,0,1,0,0,0,0,0,0,202,,3.75,book,1
12990,Red: Passion and Patience in the Desert,Terry Tempest Williams,4.02,0375725180,9780375725180,eng,288,1309,107,2002-10-08,Vintage,genres.non-fiction,0,0,0,0,0,0,1,0,0,0,251,,4.1,book,1
12994,Hamlet's Dresser: A Memoir,Bob      Smith,3.74,0684852705,9780684852706,eng,288,375,63,2003-02-01,Scribner,"genres.history, historical fiction, biography",0,0,0,0,1,0,0,0,0,0,247,,3.75,book,1
12995,The Hamlet,William Faulkner,3.87,0679736530,9780679736530,eng,409,4208,216,1991-10-29,Vintage International,genres.fiction,0,0,0,1,0,0,0,0,0,0,383,,3.85,book,1
12996,Othello,William Shakespeare,3.89,0743477553,9780743477550,eng,314,273070,4265,2004-01-01,Simon  Schuster,genres.fiction,0,0,0,1,0,0,0,0,0,0,236,,3.86,book,1
12999,Othello,William Shakespeare,3.89,1932219269,9781932219265,eng,3,48,3,2005-09-15,Audio Partners,genres.fiction,0,0,0,1,0,0,0,0,0,0,216,David Threlfall/Don Warrington/Anne-Marie Duff/Arkangel Cast,3.86,audio,0
13002,Othello,William Shakespeare,3.89,0743482824,9780743482820,eng,368,493,25,2004-08-01,Simon  Schuster,genres.fiction,0,0,0,1,0,0,0,0,0,0,229,Barbara A. Mowat/Paul Werstine,3.86,book,1
13006,Julius Caesar,William Shakespeare,3.68,0198320272,9780198320272,eng,128,138685,2595,2002-10-17,Oxford University Press  USA,genres.fiction,0,0,0,1,0,0,0,0,0,0,251,Roma Gill,3.86,book,1
13008,Julius Caesar,William Shakespeare,3.68,1932219161,9781932219166,eng,3,53,3,2005-06-01,Audio Partners,genres.fiction,0,0,0,1,0,0,0,0,0,0,219,John   Bowe/Michael Feast/Adrian Lester,3.86,audio,0
13012,Julius Caesar,William Shakespeare,3.68,1586638475,9781586638474,eng,256,769,78,2003-07-03,SparkNotes,genres.fiction,0,0,0,1,0,0,0,0,0,0,242,SparkNotes,3.86,book,1
13020,King Henry IV  Part 1,William Shakespeare,3.83,1904271359,9781904271352,eng,398,17782,493,2002-11-07,Bloomsbury Arden Shakespeare,genres.fiction,0,0,0,1,0,0,0,0,0,0,250,David Scott Kastan,3.86,book,1
13023,Alice in Wonderland,Lewis Carroll,4.03,0517223627,9780517223628,eng,92,364782,5234,2004-09-07,Gramercy Books,"genres.fantasy, paranormal",0,0,1,0,0,0,0,0,0,0,228,Jane Carruth/Rene Cloke,4.06,book,1
13028,Alice In Wonderland,Lewis Carroll,4.02,0439291496,9780439291491,eng,160,143,18,2001-09-01,Scholastic Paperbacks,genres.children,1,0,0,0,0,0,0,0,0,0,264,John Tenniel,4.06,book,1
13033,The Alexandria Quartet  (The Alexandria Quartet #1-4),Lawrence Durrell,4.17,0140153179,9780140153170,eng,884,10050,294,1991-12-01,Penguin Books,genres.fiction,0,0,0,1,0,0,0,0,0,0,381,,4.05,book,1
13037,Justine (The Alexandria Quartet #1),Lawrence Durrell,3.89,0140153195,9780140153194,eng,253,5428,542,1991-07-12,Penguin Books,genres.fiction,0,0,0,1,0,0,0,0,0,0,386,,4.05,book,1
13039,Clea (The Alexandria Quartet #4),Lawrence Durrell,4.18,0140153225,9780140153224,eng,288,1896,124,1991-07-12,Penguin Books,genres.fiction,0,0,0,1,0,0,0,0,0,0,386,,4.05,book,1
13040,Siddhartha,Hermann Hesse,4.02,0613572742,9780613572743,eng,132,514,40,1993-02-02,Turtleback Books,genres.fiction,0,0,0,1,0,0,0,0,0,0,367,,4.02,book,1
13042,Kate Vaiden,Reynolds Price,3.91,0684846942,9780684846941,eng,306,1345,114,1998-05-29,Scribner,genres.fiction,0,0,0,1,0,0,0,0,0,0,304,,3.9,book,1
13060,Nature Girl,Carl Hiaasen,3.63,0307262995,9780307262998,eng,306,19245,1533,2006-11-14,Alfred A. Knopf,genres.fiction,0,0,0,1,0,0,0,0,0,0,202,,3.82,book,1
13061,Stormy Weather,Carl Hiaasen,3.95,0446677167,9780446677165,eng,388,12609,696,2001-03-01,Grand Central Publishing,genres.fiction,0,0,0,1,0,0,0,0,0,0,270,,3.82,book,1
13062,Skin Tight (Mick Stranahan  #1),Carl Hiaasen,3.96,0446695696,9780446695695,eng,420,14475,571,2005-04-12,Warner Books (NY),"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,221,,3.82,book,1
13063,Basket Case,Carl Hiaasen,3.82,0446695645,9780446695640,eng,400,13125,743,2005-02-01,Grand Central Publishing,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,223,,3.82,book,1
13064,Tourist Season,Carl Hiaasen,3.94,0446695718,9780446695718,eng,404,15459,669,2005-05-09,Warner Books (NY),"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,220,,3.82,book,1
13066,Sick Puppy,Carl Hiaasen,3.89,0446695688,9780446695688,eng,464,20070,1047,2005-04-12,Grand Central Publishing,genres.fiction,0,0,0,1,0,0,0,0,0,0,221,,3.82,book,1
13067,Flush,Carl Hiaasen,3.88,0375821821,9780375821820,eng,263,23811,2348,2005-09-13,Alfred A. Knopf Books for Young Readers,genres.fiction,0,0,0,1,0,0,0,0,0,0,216,,3.82,book,1
13068,Double Whammy (Skink #1),Carl Hiaasen,3.93,0446695661,9780446695664,eng,404,11050,624,2005-03-01,Grand Central Publishing,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,222,,3.82,book,1
13069,Naked Came the Manatee,Carl Hiaasen,3.48,0449001245,9780449001240,eng,208,2303,161,1998-01-20,Ballantine Books,genres.fiction,0,0,0,1,0,0,0,0,0,0,308,Elmore Leonard/Dave Barry/James W. Hall/Edna Buchanan/Les Standiford/Paul Levine/Brian Antoni/Tananarive Due/John Dufresne/Vicki Hendricks/Carolina Hospital/Evelyn Mayerson,3.82,book,1
13074,Strip Tease,Carl Hiaasen,3.84,044669567X,9780446695671,eng,464,12371,536,2005-03-01,Grand Central Publishing,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,222,,3.82,book,1
13075,Basket Case,Carl Hiaasen,3.82,044661193X,9780446611930,eng,413,333,29,2003-01-01,Grand Central Publishing,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,248,,3.82,book,1
13079,Skinny Dip (Mick Stranahan #2),Carl Hiaasen,3.81,0446615129,9780446615129,eng,496,33459,2602,2006-05-01,Grand Central Publishing,genres.fiction,0,0,0,1,0,0,0,0,0,0,208,,3.82,book,1
13083,Hoot,Carl Hiaasen,3.82,0440421705,9780440421702,eng,292,85404,3692,2006-03-14,Yearling Books,genres.fiction,0,0,0,1,0,0,0,0,0,0,210,,3.82,book,1
13086,Suburban Nation: The Rise of Sprawl and the Decline of the American Dream,Andres Duany,4.08,0865476063,9780865476066,eng,320,1980,154,2001-04-16,North Point Press,genres.non-fiction,0,0,0,0,0,0,1,0,0,0,269,Elizabeth Plater-Zyberk/Jeff Speck,4.05,book,1
13100,The Bible Cure For Diabetes,Don Colbert,3.84,0884196488,9780884196488,eng,96,21,1,1999-08-19,Siloam,genres.non-fiction,0,0,0,0,0,0,1,0,0,0,289,,3.76,book,1
13104,The Celestine Prophecy: A Pocket Guide to the Nine Insights,James Redfield,3.87,0446912069,9780446912068,eng,68,1256,100,2005-12-02,Warner Books (NY),genres.fiction,0,0,0,1,0,0,0,0,0,0,213,,3.66,book,1
13105,The Tenth Insight: Holding the Vision (Celestine Prophecy  #2),James Redfield,3.64,0446674575,9780446674577,eng,256,9889,337,1998-12-01,Grand Central Publishing,genres.fiction,0,0,0,1,0,0,0,0,0,0,297,,3.66,book,1
13106,The Celestine Prophecy,James Redfield,3.64,1594831955,9781594831959,eng,0,64,10,2006-02-16,Grand Central Publishing,genres.fiction,0,0,0,1,0,0,0,0,0,0,211,Lou Diamond Phillips,3.66,audio,0
13107,The Celestine Prophecy: An Experiential Guide,James Redfield,3.84,0553503707,9780553503708,eng,304,120,11,1995-07-06,Bantam,genres.fiction,0,0,0,1,0,0,0,0,0,0,338,,3.66,book,1
13113,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,3.77,0688052304,9780688052300,eng,412,424,47,1979-06-01,Quill,genres.non-fiction,0,0,0,0,0,0,1,0,0,0,531,,3.76,book,1
13119,The Dark Side Of Genius: The Life Of Alfred Hitchcock,Donald Spoto,3.83,030680932X,9780306809323,eng,608,990,97,1999-08-30,Da Capo Press,"genres.history, historical fiction, biography",0,0,0,0,1,0,0,0,0,0,289,,3.8,book,1
13121,Enchantment: The Life of Audrey Hepburn,Donald Spoto,3.87,0307237583,9780739474792,eng,352,2703,267,2007-04-02,Harmony,"genres.history, historical fiction, biography",0,0,0,0,1,0,0,0,0,0,197,,3.8,book,1
13122,Marilyn Monroe: The Biography,Donald Spoto,4.03,0815411839,9780815411833,eng,752,1396,99,2001-07-17,Cooper Square Publishers,"genres.history, historical fiction, biography",0,0,0,0,1,0,0,0,0,0,266,,3.8,book,1
13128,Cross (Alex Cross  #12),James Patterson,4.0,0316159794,9780316159791,eng,393,48095,1633,2006-11-13,Little Brown and Company,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,202,,3.97,book,1
13130,Judge & Jury,James Patterson,4.0,0316013935,9780316013932,eng,419,41805,831,2006-07-31,Little  Brown and Company,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,206,Andrew Gross,3.97,book,1
13131,The 6th Target (Women's Murder Club  #6),James Patterson,4.04,0316014796,9780316014793,eng,390,47196,1464,2007-05-08,Little Brown and Company,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,196,Maxine Paetro,3.97,book,1
13133,The Quickie,James Patterson,3.83,0316117366,9780316117364,eng,357,32963,2132,2007-07-02,Little  Brown and Company,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,194,Michael Ledwidge,3.97,book,1
13134,You've Been Warned,James Patterson,3.53,0316014508,9780316014502,eng,374,18058,1519,2007-09-10,Little Brown and Company,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,192,Howard Roughan,3.97,book,1
13136,2nd Chance (Women's Murder Club  #2),James Patterson,4.04,0446696633,9780446696630,eng,400,78780,2118,2005-05-20,Grand Central Publishing,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,220,Andrew Gross,3.97,book,1
13137,1st to Die (Women's Murder Club  #1),James Patterson,4.08,0446696617,9780446696616,eng,424,269826,5220,2005-05-20,Grand Central Publishing,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,220,,3.97,book,1
13138,Season of the Machete,James Patterson,3.25,0446600474,9780446600477,eng,341,5512,227,1995-04-01,Vision,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,341,,3.97,book,1
13139,School's Out—Forever (Maximum Ride  #2),James Patterson,4.15,0316155594,9780316155595,eng,409,103221,2689,2006-05-23,Little  Brown and Company,genres.young-adult,0,0,0,0,0,0,0,0,0,1,208,,3.97,book,1
13140,Jack & Jill (Alex Cross  #3),James Patterson,3.96,0446692654,9780446692656,eng,466,58414,1191,2003-08-01,Grand Central Publishing,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,241,,3.97,book,1
13141,The Midnight Club,James Patterson,3.82,0446606383,9780446606387,eng,368,10970,322,1999-06-01,Vision,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,291,,3.97,book,1
13142,Cat & Mouse (Alex Cross #4),James Patterson,3.98,0446692646,9780446692649,eng,432,242,15,2003-08-01,Grand Central Publishing,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,241,,3.97,book,1
13143,Pop Goes the Weasel (Alex Cross  #5),James Patterson,4.0,0446608815,9780446608817,eng,461,52093,985,2000-10-01,TIme Warner Books,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,275,,3.97,book,1
13144,Roses Are Red (Alex Cross  #6),James Patterson,4.04,0747266999,9780747266990,eng,421,220,19,2001-06-25,Headline,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,267,,3.97,book,1
13145,Along Came a Spider (Alex Cross  #1),James Patterson,4.11,0446692638,9780446692632,eng,449,369267,4011,2003-08-01,Grand Central Publishing,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,241,,3.97,book,1
13146,Black Friday,James Patterson,3.68,0446609323,9780446609326,eng,480,9714,220,2000-04-01,Vision,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,281,,3.97,book,1
13147,Honeymoon (Honeymoon  #1),James Patterson,3.83,0446613371,9780446613378,eng,406,34087,1809,2007-01-01,Grand Central Publishing,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,200,Howard Roughan,3.97,book,1
13148,Kiss the Girls (Alex Cross  #2),James Patterson,3.96,0446677388,9780446677387,eng,481,297211,2943,2000-07-01,Grand Central Publishing,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,278,,3.97,book,1
13149,The Thomas Berryman Number,James Patterson,2.86,0446600458,9780446600453,eng,272,4320,307,1996-04-01,Grand Central Publishing,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,329,,3.97,book,1
13151,London Bridges (Alex Cross  #10),James Patterson,3.94,0446613355,9780446613354,eng,403,36334,905,2005-10-01,Vision,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,215,,3.97,book,1
13152,The Angel Experiment (Maximum Ride  #1),James Patterson,4.08,0446617792,9780446617796,eng,445,187892,7624,2006-05-05,Grand Central Publishing,genres.young-adult,0,0,0,0,0,0,0,0,0,1,208,,3.97,book,1
13155,3rd Degree (Women's Murder Club  #3),James Patterson,4.02,0446696641,9780446696647,eng,352,268,13,2005-05-20,Grand Central Publishing,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,220,Andrew Gross,3.97,book,1
13157,The Jester,James Patterson,3.8,0755300203,9780755300204,eng,548,16563,849,2004-03-01,Headline,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,234,Andrew Gross,3.97,book,1
13161,Miracle on the 17th Green (Travis McKinley  #1),James Patterson,3.68,0316693359,9780316693356,eng,160,3733,320,1999-05-05,Little Brown and Company,genres.fiction,0,0,0,1,0,0,0,0,0,0,292,Peter de Jonge,3.97,book,1
13162,When the Wind Blows (When the Wind Blows  #1),James Patterson,3.93,0446676438,9780446676434,eng,416,42701,1337,2000-04-01,Grand Central Publishing,"genres.mystery, thriller, crime",0,0,0,0,0,1,0,0,0,0,281,,3.97,book,1
13164,SantaKid,James Patterson,3.88,0316000612,9780316000611,eng,48,862,53,2004-11-01,Jimmy Patterson,genres.children,1,0,0,0,0,0,0,0,0,0,226,Michael Garland,3.97,book,1
13173,A Little Prairie House,Laura Ingalls Wilder,4.19,0064435261,9780064435260,eng,32,1561,45,1999-03-21,HarperCollins,genres.children,1,0,0,0,0,0,0,0,0,0,294,Renée Graef,4.18,book,1
13177,Private Parts,Howard Stern,3.77,0671009443,9780671009441,eng,660,3878,151,1997-03-01,Pocket Books,"genres.history, historical fiction, biography",0,0,0,0,1,0,0,0,0,0,318,,3.72,book,1
13194,Green Arrow  Vol. 1: Quiver,Kevin Smith,4.07,1563899655,9781563899652,eng,232,5299,131,2008-12-16,DC Comics,"genres.comics, graphic",0,1,0,0,0,0,0,0,0,0,177,Phil Hester/Ande Parks,3.88,book,1
13196,Quiver,Stephanie Spinner,3.51,0440238196,9780440238195,eng,177,837,95,2005-04-12,Laurel-Leaf Books,"genres.fantasy, paranormal",0,0,1,0,0,0,0,0,0,0,221,,3.8,book,1
